Time,H2,H4
1.4070251e+00,2.0126667e-01,1.9533333e-01
1.4080321e+00,2.0100000e-01,1.9546667e-01
1.4090391e+00,2.0066667e-01,1.9546667e-01
1.4100202e+00,2.0053333e-01,1.9520000e-01
1.4110272e+00,2.0046667e-01,1.9500000e-01
1.4120342e+00,2.0046667e-01,1.9513333e-01
1.4130154e+00,2.0060000e-01,1.9520000e-01
1.4140223e+00,2.0106667e-01,1.9486667e-01
1.4150293e+00,2.0173333e-01,1.9446667e-01
1.4160363e+00,2.0226667e-01,1.9440000e-01
1.4170174e+00,2.0266667e-01,1.9433333e-01
1.4180244e+00,2.0293333e-01,1.9420000e-01
1.4190314e+00,2.0300000e-01,1.9393333e-01
1.4200384e+00,2.0293333e-01,1.9366667e-01
1.4210195e+00,2.0300000e-01,1.9346667e-01
1.4220265e+00,2.0326667e-01,1.9320000e-01
1.4230335e+00,2.0373333e-01,1.9286667e-01
1.4240404e+00,2.0440000e-01,1.9260000e-01
1.4250216e+00,2.0513333e-01,1.9246667e-01
1.4260286e+00,2.0593333e-01,1.9233333e-01
1.4270356e+00,2.0680000e-01,1.9200000e-01
1.4280167e+00,2.0753333e-01,1.9166667e-01
1.4290237e+00,2.0826667e-01,1.9173333e-01
1.4300307e+00,2.0893333e-01,1.9193333e-01
1.4310376e+00,2.0953333e-01,1.9180000e-01
1.4320188e+00,2.1006667e-01,1.9133333e-01
1.4330258e+00,2.1066667e-01,1.9120000e-01
1.4340327e+00,2.1133333e-01,1.9140000e-01
1.4350397e+00,2.1193333e-01,1.9160000e-01
1.4360209e+00,2.1260000e-01,1.9146667e-01
1.4370279e+00,2.1340000e-01,1.9120000e-01
1.4380348e+00,2.1460000e-01,1.9106667e-01
1.4390160e+00,2.1573333e-01,1.9100000e-01
1.4400230e+00,2.1626667e-01,1.9093333e-01
1.4410299e+00,2.1620000e-01,1.9073333e-01
1.4420369e+00,2.1620000e-01,1.9053333e-01
1.4430181e+00,2.1626667e-01,1.9026667e-01
1.4440250e+00,2.1633333e-01,1.8993333e-01
1.4450320e+00,2.1633333e-01,1.8966667e-01
1.4460390e+00,2.1633333e-01,1.8960000e-01
1.4470201e+00,2.1613333e-01,1.8946667e-01
1.4480271e+00,2.1586667e-01,1.8906667e-01
1.4490341e+00,2.1553333e-01,1.8853333e-01
1.4500153e+00,2.1526667e-01,1.8840000e-01
1.4510222e+00,2.1500000e-01,1.8853333e-01
1.4520292e+00,2.1480000e-01,1.8840000e-01
1.4530362e+00,2.1480000e-01,1.8800000e-01
1.4540173e+00,2.1506667e-01,1.8760000e-01
1.4550243e+00,2.1526667e-01,1.8760000e-01
1.4560313e+00,2.1546667e-01,1.8766667e-01
1.4570383e+00,2.1566667e-01,1.8746667e-01
1.4580194e+00,2.1593333e-01,1.8713333e-01
1.4590264e+00,2.1640000e-01,1.8700000e-01
1.4600334e+00,2.1700000e-01,1.8706667e-01
1.4610403e+00,2.1766667e-01,1.8700000e-01
1.4620215e+00,2.1820000e-01,1.8693333e-01
1.4630285e+00,2.1853333e-01,1.8693333e-01
1.4640355e+00,2.2013333e-01,1.8686667e-01
1.4650166e+00,2.2313333e-01,1.8666667e-01
1.4660236e+00,2.2626667e-01,1.8653333e-01
1.4670306e+00,2.2900000e-01,1.8653333e-01
1.4680375e+00,2.3193333e-01,1.8660000e-01
1.4690187e+00,2.3526667e-01,1.8646667e-01
1.4700257e+00,2.3846667e-01,1.8626667e-01
1.4710326e+00,2.4073333e-01,1.8613333e-01
1.4720396e+00,2.4140000e-01,1.8606667e-01
1.4730208e+00,2.4133333e-01,1.8586667e-01
1.4740278e+00,2.4186667e-01,1.8553333e-01
1.4750347e+00,2.4266667e-01,1.8526667e-01
1.4760159e+00,2.4313333e-01,1.8513333e-01
1.4770229e+00,2.4353333e-01,1.8500000e-01
1.4780298e+00,2.4426667e-01,1.8473333e-01
1.4790368e+00,2.4486667e-01,1.8446667e-01
1.4800180e+00,2.4546667e-01,1.8433333e-01
1.4810249e+00,2.4613333e-01,1.8440000e-01
1.4820319e+00,2.4666667e-01,1.8440000e-01
1.4830389e+00,2.4680000e-01,1.8400000e-01
1.4840200e+00,2.4660000e-01,1.8373333e-01
1.4850270e+00,2.4573333e-01,1.8380000e-01
1.4860340e+00,2.4493333e-01,1.8400000e-01
1.4870152e+00,2.4500000e-01,1.8393333e-01
1.4880221e+00,2.4580000e-01,1.8360000e-01
1.4890291e+00,2.4626667e-01,1.8340000e-01
1.4900361e+00,2.4600000e-01,1.8353333e-01
1.4910172e+00,2.4520000e-01,1.8360000e-01
1.4920242e+00,2.4400000e-01,1.8346667e-01
1.4930312e+00,2.4253333e-01,1.8333333e-01
1.4940382e+00,2.4080000e-01,1.8313333e-01
1.4950193e+00,2.3940000e-01,1.8293333e-01
1.4960263e+00,2.3873333e-01,1.8273333e-01
1.4970333e+00,2.3833333e-01,1.8260000e-01
1.4980402e+00,2.3766667e-01,1.8266667e-01
1.4990214e+00,2.3673333e-01,1.8246667e-01
1.5000284e+00,2.3593333e-01,1.8193333e-01
1.5010354e+00,2.3540000e-01,1.8160000e-01
1.5020165e+00,2.3500000e-01,1.8166667e-01
1.5030235e+00,2.3473333e-01,1.8180000e-01
1.5040305e+00,2.3446667e-01,1.8146667e-01
1.5050374e+00,2.3413333e-01,1.8086667e-01
1.5060186e+00,2.3373333e-01,1.8060000e-01
1.5070256e+00,2.3346667e-01,1.8066667e-01
1.5080325e+00,2.3306667e-01,1.8066667e-01
1.5090395e+00,2.3260000e-01,1.8040000e-01
1.5100207e+00,2.3200000e-01,1.8020000e-01
1.5110277e+00,2.3120000e-01,1.8006667e-01
1.5120346e+00,2.3033333e-01,1.8013333e-01
1.5130158e+00,2.3000000e-01,1.8020000e-01
1.5140228e+00,2.3040000e-01,1.8006667e-01
1.5150297e+00,2.3126667e-01,1.7986667e-01
1.5160367e+00,2.3200000e-01,1.7973333e-01
1.5170179e+00,2.3240000e-01,1.7966667e-01
1.5180248e+00,2.3260000e-01,1.7973333e-01
1.5190318e+00,2.3260000e-01,1.7980000e-01
1.5200388e+00,2.3240000e-01,1.7960000e-01
1.5210199e+00,2.3206667e-01,1.7920000e-01
1.5220269e+00,2.3160000e-01,1.7893333e-01
1.5230339e+00,2.3093333e-01,1.7893333e-01
1.5240409e+00,2.3000000e-01,1.7893333e-01
1.5250220e+00,2.2866667e-01,1.7873333e-01
1.5260290e+00,2.2706667e-01,1.7826667e-01
1.5270360e+00,2.2526667e-01,1.7793333e-01
1.5280171e+00,2.2340000e-01,1.7780000e-01
1.5290241e+00,2.2160000e-01,1.7780000e-01
1.5300311e+00,2.2006667e-01,1.7760000e-01
1.5310381e+00,2.1866667e-01,1.7733333e-01
1.5320192e+00,2.1760000e-01,1.7706667e-01
1.5330262e+00,2.1700000e-01,1.7706667e-01
1.5340332e+00,2.1673333e-01,1.7706667e-01
1.5350401e+00,2.1673333e-01,1.7693333e-01
1.5360213e+00,2.1706667e-01,1.7680000e-01
1.5370283e+00,2.1773333e-01,1.7680000e-01
1.5380353e+00,2.1826667e-01,1.7680000e-01
1.5390164e+00,2.1900000e-01,1.7660000e-01
1.5400234e+00,2.2013333e-01,1.7646667e-01
1.5410304e+00,2.2133333e-01,1.7660000e-01
1.5420373e+00,2.2186667e-01,1.7666667e-01
1.5430185e+00,2.2200000e-01,1.7646667e-01
1.5440255e+00,2.2200000e-01,1.7626667e-01
1.5450324e+00,2.2200000e-01,1.7626667e-01
1.5460394e+00,2.2220000e-01,1.7626667e-01
1.5470206e+00,2.2280000e-01,1.7606667e-01
1.5480276e+00,2.2360000e-01,1.7573333e-01
1.5490345e+00,2.2466667e-01,1.7566667e-01
1.5500157e+00,2.2613333e-01,1.7566667e-01
1.5510227e+00,2.2766667e-01,1.7546667e-01
1.5520296e+00,2.2966667e-01,1.7520000e-01
1.5530366e+00,2.3346667e-01,1.7506667e-01
1.5540178e+00,2.3813333e-01,1.7520000e-01
1.5550247e+00,2.4213333e-01,1.7520000e-01
1.5560317e+00,2.4546667e-01,1.7493333e-01
1.5570387e+00,2.4853333e-01,1.7466667e-01
1.5580199e+00,2.5040000e-01,1.7453333e-01
1.5590268e+00,2.5093333e-01,1.7466667e-01
1.5600338e+00,2.5100000e-01,1.7473333e-01
1.5610408e+00,2.5113333e-01,1.7453333e-01
1.5620219e+00,2.5146667e-01,1.7413333e-01
1.5630289e+00,2.5213333e-01,1.7400000e-01
1.5640359e+00,2.5260000e-01,1.7413333e-01
1.5650170e+00,2.5260000e-01,1.7413333e-01
1.5660240e+00,2.5240000e-01,1.7406667e-01
1.5670310e+00,2.5220000e-01,1.7386667e-01
1.5680380e+00,2.5200000e-01,1.7366667e-01
1.5690191e+00,2.5193333e-01,1.7360000e-01
1.5700261e+00,2.5206667e-01,1.7380000e-01
1.5710331e+00,2.5173333e-01,1.7393333e-01
1.5720401e+00,2.5093333e-01,1.7373333e-01
1.5730212e+00,2.5026667e-01,1.7326667e-01
1.5740282e+00,2.5000000e-01,1.7293333e-01
1.5750352e+00,2.4966667e-01,1.7306667e-01
1.5760163e+00,2.4933333e-01,1.7320000e-01
1.5770233e+00,2.4953333e-01,1.7306667e-01
1.5780303e+00,2.5033333e-01,1.7253333e-01
1.5790372e+00,2.5093333e-01,1.7226667e-01
1.5800184e+00,2.5106667e-01,1.7233333e-01
1.5810254e+00,2.5053333e-01,1.7253333e-01
1.5820323e+00,2.4980000e-01,1.7226667e-01
1.5830393e+00,2.4940000e-01,1.7173333e-01
1.5840205e+00,2.4946667e-01,1.7153333e-01
1.5850275e+00,2.4973333e-01,1.7166667e-01
1.5860344e+00,2.4993333e-01,1.7166667e-01
1.5870414e+00,2.5040000e-01,1.7153333e-01
1.5880226e+00,2.5193333e-01,1.7126667e-01
1.5890295e+00,2.5373333e-01,1.7113333e-01
1.5900365e+00,2.5500000e-01,1.7100000e-01
1.5910177e+00,2.5573333e-01,1.7100000e-01
1.5920246e+00,2.5620000e-01,1.7113333e-01
1.5930316e+00,2.5620000e-01,1.7113333e-01
1.5940386e+00,2.5586667e-01,1.7086667e-01
1.5950198e+00,2.5546667e-01,1.7053333e-01
1.5960267e+00,2.5506667e-01,1.7040000e-01
1.5970337e+00,2.5486667e-01,1.7060000e-01
1.5980407e+00,2.5493333e-01,1.7073333e-01
1.5990218e+00,2.5533333e-01,1.7046667e-01
1.6000288e+00,2.5560000e-01,1.7000000e-01
1.6010358e+00,2.5573333e-01,1.6973333e-01
1.6020169e+00,2.5626667e-01,1.6980000e-01
1.6030239e+00,2.5706667e-01,1.6986667e-01
1.6040309e+00,2.5713333e-01,1.6973333e-01
1.6050379e+00,2.5653333e-01,1.6940000e-01
1.6060190e+00,2.5540000e-01,1.6913333e-01
1.6070260e+00,2.5420000e-01,1.6893333e-01
1.6080330e+00,2.5326667e-01,1.6873333e-01
1.6090400e+00,2.5253333e-01,1.6866667e-01
1.6100211e+00,2.5180000e-01,1.6860000e-01
1.6110281e+00,2.5106667e-01,1.6846667e-01
1.6120351e+00,2.5040000e-01,1.6813333e-01
1.6130162e+00,2.5013333e-01,1.6786667e-01
1.6140232e+00,2.5020000e-01,1.6786667e-01
1.6150302e+00,2.5040000e-01,1.6786667e-01
1.6160371e+00,2.5066667e-01,1.6766667e-01
1.6170183e+00,2.5106667e-01,1.6733333e-01
1.6180253e+00,2.5160000e-01,1.6713333e-01
1.6190322e+00,2.5200000e-01,1.6720000e-01
1.6200392e+00,2.5226667e-01,1.6726667e-01
1.6210204e+00,2.5220000e-01,1.6700000e-01
1.6220274e+00,2.5206667e-01,1.6680000e-01
1.6230343e+00,2.5213333e-01,1.6686667e-01
1.6240413e+00,2.5233333e-01,1.6680000e-01
1.6250225e+00,2.5246667e-01,1.6653333e-01
1.6260294e+00,2.5240000e-01,1.6633333e-01
1.6270364e+00,2.5226667e-01,1.6626667e-01
1.6280176e+00,2.5226667e-01,1.6640000e-01
1.6290245e+00,2.5273333e-01,1.6613333e-01
1.6300315e+00,2.5353333e-01,1.6566667e-01
1.6310385e+00,2.5466667e-01,1.6553333e-01
1.6320197e+00,2.5626667e-01,1.6573333e-01
1.6330266e+00,2.5793333e-01,1.6580000e-01
1.6340336e+00,2.5926667e-01,1.6560000e-01
1.6350406e+00,2.6020000e-01,1.6520000e-01
1.6360217e+00,2.6086667e-01,1.6493333e-01
1.6370287e+00,2.6080000e-01,1.6493333e-01
1.6380357e+00,2.6066667e-01,1.6506667e-01
1.6390168e+00,2.6186667e-01,1.6500000e-01
1.6400238e+00,2.6400000e-01,1.6466667e-01
1.6410308e+00,2.6646667e-01,1.6440000e-01
1.6420378e+00,2.6900000e-01,1.6433333e-01
1.6430189e+00,2.7053333e-01,1.6440000e-01
1.6440259e+00,2.7080000e-01,1.6466667e-01
1.6450329e+00,2.7020000e-01,1.6466667e-01
1.6460399e+00,2.6906667e-01,1.6413333e-01
1.6470210e+00,2.6793333e-01,1.6373333e-01
1.6480280e+00,2.6726667e-01,1.6373333e-01
1.6490350e+00,2.6653333e-01,1.6400000e-01
1.6500161e+00,2.6593333e-01,1.6400000e-01
1.6510231e+00,2.6626667e-01,1.6373333e-01
1.6520301e+00,2.6666667e-01,1.6326667e-01
1.6530370e+00,2.6620000e-01,1.6300000e-01
1.6540182e+00,2.6580000e-01,1.6313333e-01
1.6550252e+00,2.6620000e-01,1.6333333e-01
1.6560321e+00,2.6660000e-01,1.6320000e-01
1.6570391e+00,2.6700000e-01,1.6286667e-01
1.6580203e+00,2.6813333e-01,1.6253333e-01
1.6590273e+00,2.7013333e-01,1.6233333e-01
1.6600342e+00,2.7320000e-01,1.6240000e-01
1.6610412e+00,2.7680000e-01,1.6266667e-01
1.6620224e+00,2.7966667e-01,1.6273333e-01
1.6630293e+00,2.8140000e-01,1.6246667e-01
1.6640363e+00,2.8280000e-01,1.6200000e-01
1.6650175e+00,2.8426667e-01,1.6173333e-01
1.6660244e+00,2.8553333e-01,1.6186667e-01
1.6670314e+00,2.8633333e-01,1.6213333e-01
1.6680384e+00,2.8653333e-01,1.6200000e-01
1.6690196e+00,2.8613333e-01,1.6140000e-01
1.6700265e+00,2.8593333e-01,1.6113333e-01
1.6710335e+00,2.8640000e-01,1.6126667e-01
1.6720405e+00,2.8706667e-01,1.6160000e-01
1.6730216e+00,2.8793333e-01,1.6173333e-01
1.6740286e+00,2.8920000e-01,1.6146667e-01
1.6750356e+00,2.9006667e-01,1.6106667e-01
1.6760167e+00,2.9006667e-01,1.6080000e-01
1.6770237e+00,2.8980000e-01,1.6093333e-01
1.6780307e+00,2.8973333e-01,1.6106667e-01
1.6790377e+00,2.8993333e-01,1.6106667e-01
1.6800188e+00,2.9040000e-01,1.6073333e-01
1.6810258e+00,2.9153333e-01,1.6033333e-01
1.6820328e+00,2.9353333e-01,1.6020000e-01
1.6830398e+00,2.9573333e-01,1.6026667e-01
1.6840209e+00,2.9826667e-01,1.6040000e-01
1.6850279e+00,3.0106667e-01,1.6020000e-01
1.6860349e+00,3.0320000e-01,1.5986667e-01
1.6870418e+00,3.0380000e-01,1.5960000e-01
1.6880230e+00,3.0373333e-01,1.5966667e-01
1.6890300e+00,3.0446667e-01,1.5980000e-01
1.6900369e+00,3.0626667e-01,1.5973333e-01
1.6910181e+00,3.0780000e-01,1.5946667e-01
1.6920251e+00,3.0840000e-01,1.5920000e-01
1.6930321e+00,3.0886667e-01,1.5913333e-01
1.6940390e+00,3.0946667e-01,1.5913333e-01
1.6950202e+00,3.1020000e-01,1.5906667e-01
1.6960272e+00,3.1166667e-01,1.5900000e-01
1.6970341e+00,3.1386667e-01,1.5880000e-01
1.6980411e+00,3.1613333e-01,1.5880000e-01
1.6990223e+00,3.1820000e-01,1.5880000e-01
1.7000292e+00,3.1960000e-01,1.5886667e-01
1.7010362e+00,3.2033333e-01,1.5880000e-01
1.7020174e+00,3.2060000e-01,1.5873333e-01
1.7030243e+00,3.2080000e-01,1.5853333e-01
1.7040313e+00,3.2086667e-01,1.5826667e-01
1.7050383e+00,3.2093333e-01,1.5826667e-01
1.7060195e+00,3.2113333e-01,1.5833333e-01
1.7070264e+00,3.2173333e-01,1.5826667e-01
1.7080334e+00,3.2240000e-01,1.5806667e-01
1.7090404e+00,3.2266667e-01,1.5780000e-01
1.7100215e+00,3.2240000e-01,1.5766667e-01
1.7110285e+00,3.2180000e-01,1.5746667e-01
1.7120355e+00,3.2106667e-01,1.5746667e-01
1.7130166e+00,3.2046667e-01,1.5760000e-01
1.7140236e+00,3.2006667e-01,1.5746667e-01
1.7150306e+00,3.1926667e-01,1.5713333e-01
1.7160376e+00,3.1826667e-01,1.5680000e-01
1.7170187e+00,3.1786667e-01,1.5673333e-01
1.7180257e+00,3.1813333e-01,1.5680000e-01
1.7190327e+00,3.1853333e-01,1.5686667e-01
1.7200397e+00,3.1866667e-01,1.5666667e-01
1.7210208e+00,3.1873333e-01,1.5626667e-01
1.7220278e+00,3.1913333e-01,1.5606667e-01
1.7230348e+00,3.1966667e-01,1.5613333e-01
1.7240417e+00,3.2033333e-01,1.5626667e-01
1.7250229e+00,3.2106667e-01,1.5613333e-01
1.7260299e+00,3.2140000e-01,1.5593333e-01
1.7270368e+00,3.2140000e-01,1.5580000e-01
1.7280180e+00,3.2153333e-01,1.5573333e-01
1.7290250e+00,3.2180000e-01,1.5566667e-01
1.7300320e+00,3.2186667e-01,1.5566667e-01
1.7310389e+00,3.2186667e-01,1.5580000e-01
1.7320201e+00,3.2206667e-01,1.5573333e-01
1.7330271e+00,3.2246667e-01,1.5540000e-01
1.7340340e+00,3.2293333e-01,1.5506667e-01
1.7350410e+00,3.2293333e-01,1.5513333e-01
1.7360222e+00,3.2253333e-01,1.5526667e-01
1.7370291e+00,3.2220000e-01,1.5506667e-01
1.7380361e+00,3.2186667e-01,1.5466667e-01
1.7390173e+00,3.2126667e-01,1.5440000e-01
1.7400242e+00,3.2066667e-01,1.5433333e-01
1.7410312e+00,3.2013333e-01,1.5440000e-01
1.7420382e+00,3.1946667e-01,1.5426667e-01
1.7430194e+00,3.1893333e-01,1.5400000e-01
1.7440263e+00,3.1886667e-01,1.5360000e-01
1.7450333e+00,3.1926667e-01,1.5346667e-01
1.7460403e+00,3.1953333e-01,1.5346667e-01
1.7470214e+00,3.1960000e-01,1.5360000e-01
1.7480284e+00,3.1966667e-01,1.5366667e-01
1.7490354e+00,3.2040000e-01,1.5340000e-01
1.7500424e+00,3.2140000e-01,1.5306667e-01
1.7510235e+00,3.2226667e-01,1.5293333e-01
1.7520305e+00,3.2306667e-01,1.5300000e-01
1.7530375e+00,3.2380000e-01,1.5320000e-01
1.7540186e+00,3.2433333e-01,1.5313333e-01
1.7550256e+00,3.2460000e-01,1.5280000e-01
1.7560326e+00,3.2513333e-01,1.5253333e-01
1.7570396e+00,3.2580000e-01,1.5253333e-01
1.7580207e+00,3.2653333e-01,1.5266667e-01
1.7590277e+00,3.2753333e-01,1.5266667e-01
1.7600347e+00,3.2880000e-01,1.5226667e-01
1.7610416e+00,3.3006667e-01,1.5200000e-01
1.7620228e+00,3.3080000e-01,1.5193333e-01
1.7630298e+00,3.3133333e-01,1.5186667e-01
1.7640367e+00,3.3200000e-01,1.5186667e-01
1.7650179e+00,3.3280000e-01,1.5186667e-01
1.7660249e+00,3.3380000e-01,1.5160000e-01
1.7670319e+00,3.3493333e-01,1.5120000e-01
1.7680388e+00,3.3600000e-01,1.5100000e-01
1.7690200e+00,3.3646667e-01,1.5106667e-01
1.7700270e+00,3.3660000e-01,1.5106667e-01
1.7710339e+00,3.3706667e-01,1.5086667e-01
1.7720409e+00,3.3780000e-01,1.5060000e-01
1.7730221e+00,3.3833333e-01,1.5046667e-01
1.7740290e+00,3.3873333e-01,1.5040000e-01
1.7750360e+00,3.3893333e-01,1.5033333e-01
1.7760172e+00,3.3920000e-01,1.5026667e-01
1.7770241e+00,3.3966667e-01,1.5000000e-01
1.7780311e+00,3.4006667e-01,1.4980000e-01
1.7790381e+00,3.4006667e-01,1.4980000e-01
1.7800193e+00,3.3980000e-01,1.4986667e-01
1.7810262e+00,3.3966667e-01,1.4986667e-01
1.7820332e+00,3.3946667e-01,1.4973333e-01
1.7830402e+00,3.3920000e-01,1.4953333e-01
1.7840213e+00,3.3900000e-01,1.4940000e-01
1.7850283e+00,3.3940000e-01,1.4926667e-01
1.7860353e+00,3.4020000e-01,1.4920000e-01
1.7870423e+00,3.4080000e-01,1.4920000e-01
1.7880234e+00,3.4046667e-01,1.4906667e-01
1.7890304e+00,3.3940000e-01,1.4893333e-01
1.7900374e+00,3.3786667e-01,1.4866667e-01
1.7910185e+00,3.3666667e-01,1.4840000e-01
1.7920255e+00,3.3626667e-01,1.4833333e-01
1.7930325e+00,3.3626667e-01,1.4826667e-01
1.7940395e+00,3.3573333e-01,1.4820000e-01
1.7950206e+00,3.3460000e-01,1.4793333e-01
